channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,duration_raw,release_year,rating,genres_raw,season_number,episode_number,episode_title,synopsis
66,FXX,2,King of the Hill,2:00 PM,2:30 PM,30 min,2008,TV-PG,Animation / Comedy / Drama,12,11,Trans-Fascism,"The Arlen City Council's ban on foods containing trans-fats leads Hank to get involved in a dirty battle between two rival lunch trucks that are trying to traffic their tasty, unhealthy fare..."
66,FXX,3,King of the Hill,2:30 PM,3:00 PM,30 min,2008,TV-PG,Animation / Comedy / Drama,12,12,Three Men and a Bastard,"Bill starts dating a single mother; but when Dale suspects that the woman's oldest child may in fact be his own offspring, he recruits John Redcorn to ruin the romance by seducing her, which..."
66,FXX,4,Paid Program,3:00 PM,3:30 PM,30 min,,G,,,,,Sponsored television programming.
67,FXM,2,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight,2:50 PM,5:00 PM,2 hrs 40 min,2023,PG-13,Biography / Drama / Sport,,,,"Former boxer George Foreman finds his faith, retires and becomes a preacher but when financial hardship hits his family and church, he steps back in the ring and regains the championship at..."
68,FYI,2,24 Hour Flip,2:01 PM,3:00 PM,1 hr 1 min,2023,TV-PG,,1,4,Flushed in West Milford,"Michelle and Jon work on a monstrous house as they venture outside of their comfort zone, and they have a hard time renovating the home's three bathrooms while also contending with supply..."
68,FYI,3,24 Hour Flip,3:00 PM,4:00 PM,59 min,2023,TV-PG,,1,3,Hasbrouck Heights Duplex Delights,"Jon and Michelle worry that a multi-family home in Hasbrouck Heights may be their first big failure because even though the duplex has a relatively small total living space, it consists of..."
69,GACFAM,2,A Royal Icing Christmas,3:00 PM,5:00 PM,2 hrs,2025,,,,,,"Princess Charlotte of Marovia escapes the palace to pursue her passion for cooking; she enters a Christmas baking contest under an alias, where she finds love-and the courage to embrace her..."
70,GSN,2,Jeopardy!,2:00 PM,2:30 PM,30 min,2020,,Game-Show,37,18,Episode #37.18,A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories as they vie for a cash prize in the classic trivia game...
70,GSN,3,Family Feud,2:30 PM,3:00 PM,30 min,2022,TV-PG,Comedy / Game-Show,23,83,Episode #23.83,Two families composed of five members each compete against each other in a contest to see who can match more of their answers to survey questions with the most popular answers to the same...
70,GSN,4,Family Feud,3:00 PM,3:30 PM,30 min,2022,TV-PG,Comedy / Game-Show,23,85,Episode #23.85,Two families composed of five members each compete against each other in a contest to see who can match more of their answers to survey questions with the most popular answers to the same...
71,HALMRK,2,The Waltons,2:00 PM,3:00 PM,1 hr,1977,,Drama / Romance / Family,5,17,The Career Girl,"Erin has graduated from high school, but just as she was before graduating, she still has no direction where she wants her life to head, taking advice from anyone she can get to either go to..."
71,HALMRK,3,The Waltons,3:00 PM,4:00 PM,1 hr,1977,,Drama / Romance / Family,5,18,The Hero,"John-Boy plans a gathering to salute the members of the county involved in World War II, but when he seeks help to plan it all out, he gets a less-than-interested response from the..."
72,HALLDRM,2,Heartland,2:00 PM,3:00 PM,1 hr,2011,TV-PG,,,,,Amy fights to keep Dexter in the family when she learns Tim is putting the horse up for sale in a claiming race.
72,HALLDRM,3,Highway to Heaven,3:00 PM,4:00 PM,1 hr,1989,TV-PG,Drama / Fantasy,5,4,The Silent Bell,"A pastor attempts to change the decision of the church, which wishes for him to begin teaching lessons of religion within his preschool, and his belief in respect for other cultures stops him..."
73,HALLMYS,2,"Murder, She Wrote",2:00 PM,3:00 PM,1 hr,1992,TV-PG,Crime / Mystery / Drama,8,19,Day of the Dead,The theft of a priceless artifact from a Mexico City museum leads Jessica into a labyrinth of clues where murder is the fact behind the Mask of Montezuma.
73,HALLMYS,3,"Murder, She Wrote",3:00 PM,4:00 PM,1 hr,1992,TV-PG,Crime / Mystery / Drama,8,20,Angel of Death,"While Jessica is in California to console a well-known playwright haunted by his wife's suicide, another family is murdered."
74,HGTV,2,House Hunters,1:31 PM,2:00 PM,30 min,2026,,Reality-TV,,,,A couple with three children is feeling crowded in their current home and looking for more space in the Mojave Desert.
74,HGTV,3,House Hunters,2:00 PM,3:00 PM,29 min,2026,,Reality-TV,,,,"A Denver couple's moving to be closer to their son in Seattle. They want a place with plenty of room to entertain family, but high prices and their fear of gloomy weather is making it hard to..."
74,HGTV,4,Ugliest House in America,3:00 PM,4:00 PM,1 hr,2026,,,,,,"Retta's ugly journey begins in the Frontier region where four homes vie for a chance at a $150,000 makeover by designer Alison Victoria! It's between an old green house, a cavernous dwelling,..."
75,THC,2,Forged in Fire,1:33 PM,2:32 PM,58 min,2026,TV-PG,Game-Show / Reality-TV,11,21,Can With a Plan,The contestants will be tasked with an intriguing project: they must devise a strategy to use three different types of steel to forge a canister Damascus blade. This unique twist promises to...
75,THC,3,Alone,2:32 PM,3:01 PM,59 min,2026,TV-14,Drama,13,6,Thin Margins,"As the survivalists find a brief window to regroup and refocus, the Arctic continues to test their resolve; one participant gets their chance at big game, while another faces a lynx who puts..."
75,THC,4,Alone: The Skills Challenge,3:01 PM,3:30 PM,29 min,2022,TV-PG,Reality-TV,1,8,Supersized Deadfall Trap,"Previous contestants come back to take on a unique challenge and build massive deadfall traps with only a limited number of tools, all before being judged in the moment by expert survivalist..."
76,IFC,2,Three's Company,2:00 PM,2:30 PM,30 min,1979,TV-PG,Comedy,4,14,The Reverend Steps Out,"Chrissy catches her father spending time with an unfamiliar woman and assumes that he is cheating on her mother; Reverend Snow has a chance at a new job in Santa Monica, but it requires that..."
76,IFC,3,Three's Company,2:30 PM,3:00 PM,30 min,1980,TV-PG,Comedy,4,15,Larry Loves Janet,"Larry attempts to woo ""nice girl"" Janet after she comforts him following a particularly unsuccessful date, and Janet attempts to change Larry's mind about her by transforming herself into the..."
76,IFC,4,Three's Company,3:00 PM,3:30 PM,30 min,1980,TV-PG,Comedy,4,16,Mighty Mouth,"Jack attempts to impress a woman who works at a health spa by pretending to be athletically gifted, but problems soon arise when he buys a membership and the woman's overprotective,..."
77,ID,2,See No Evil,2:00 PM,3:00 PM,1 hr,2025,TV-14,Documentary / Crime,10,14,Cul-de-sac,"After the murder of Johnny Soekhies in Alabama, authorities turn to CCTV to hunt his killer, and the footage reveals a vehicle driving Johnny to the place of his eventual murder and captures a..."
77,ID,3,Body Cam,3:00 PM,4:00 PM,1 hr,2026,TV-14,Documentary,6,5,Risking it All,"In New Mexico, a car chase ends dramatically with lasting consequences for a lieutenant, and a lone officer must keep her cool to safely detain a homicide suspect. In California, officers..."
78,LIF-E,2,Rizzoli & Isles,2:04 PM,3:02 PM,1 hr,2015,TV-14,Crime / Mystery / Drama,5,18,Family Matters,"When the squad begins to investigate a case that involves a wife having found her husband murdered, some of the evidence that they begin to uncover seems to point to the wife having lived a..."
78,LIF-E,3,Rizzoli & Isles,3:02 PM,3:32 PM,58 min,2015,TV-14,Crime / Mystery / Drama,6,1,The Platform,"When a member of the team appears to have shot an unarmed man on a Boston subway platform, they have to race against an Internal Affairs investigation in order to find the true killer, but the..."
79,LMN,2,Paid Program,3:02 PM,3:32 PM,30 min,,G,,,,,Sponsored television programming.
80,LOGO,2,RuPaul's Drag Race,2:00 PM,3:00 PM,1 hr,2012,TV-14,Game-Show / Reality-TV,4,6,Float Your Boat,"The ladies are assigned colors to work with off of the rainbow flag for a pride parade runway challenge; after designing boats for an off-the-wall challenge, several of the ladies struggle to..."
80,LOGO,3,RuPaul's Drag Race,3:00 PM,4:00 PM,1 hr,2012,TV-14,Game-Show / Reality-TV,4,7,Dragazines,"The ladies are given different magazine covers to recreate, but several of them struggle to find a cohesive design; the judges look for fun and funny magazine covers, but find several that..."
81,MAGN,2,Maine Cabin Masters,2:00 PM,3:00 PM,1 hr,2020,,Reality-TV,5,1,A Dream Come True,A family of four from Florida needs help renovating their dream home on a scenic lake in Maine if the cabin is going to be able to withstand the winter months and live up to their...
81,MAGN,3,Maine Cabin Masters,3:00 PM,4:00 PM,1 hr,2025,,Reality-TV,10,2,The Russell Cabin's Big Lift,"The team tackles a fifth-generation cabin renovation in addition to staying busy with an ant invasion, a 1960s game show and a basketball showdown while adding bathroom privacy, a charming nap..."
82,MTV-E,2,Ridiculousness,2:00 PM,2:30 PM,30 min,2015,TV-14,Comedy / Reality-TV,7,9,Chanel and Sterling XXII,"Model and actress Charlotte McKinney joins Rob, Sterling and Chanel to cover ""Dirty Secrets,"" ""All Natural Beef"" and ""Spike My Butt."""
82,MTV-E,3,Ridiculousness,2:30 PM,3:00 PM,30 min,2022,TV-14,Comedy / Reality-TV,26,25,Jimmie Allen,"Rob, Chanel and Steelo sit down with country music star Jimmie Allen to check out ""Too Much Freedom Highway,"" ""Down Home"" and ""This is Us."""
82,MTV-E,4,Ridiculousness,3:00 PM,3:30 PM,30 min,2021,TV-14,Comedy / Reality-TV,23,23,Chanel and Sterling CCCXCV,"Rob, Chanel and Steelo check out ""Summer Heated,"" ""Snide Salads"" and ""DI-Why?"""
83,MTV2,2,The Fresh Prince of Bel-Air,2:00 PM,2:30 PM,30 min,1996,TV-PG,Comedy,6,21,"I, Stank Hole in One","Hilary butts heads with her co-host when she fills in on a popular national morning talk show; Ashley and Vivian team up for a tennis competition, while Philip and Will do the same for a golf..."
83,MTV2,3,The Wayans Bros.,2:30 PM,3:00 PM,30 min,1997,TV-PG,Comedy,4,8,I Was En Vogue's Love Slave,"When a tabloid publishes a false story that names Marlon as the love slave of the all-female R&B group, En Vogue, the female quartet winds up filing a $25 million lawsuit against Marlon,..."
83,MTV2,4,The Wayans Bros.,3:00 PM,3:30 PM,30 min,1997,TV-PG,Comedy,4,9,Can I Get a Witness?,"The entire family must be placed under police protection after Marlon has become the primary witness to a recent bank robbery, but despite the extra security, the culprit sends his brother to..."
84,NGC-E,2,Lost Treasures of Rome,2:00 PM,3:00 PM,1 hr,2022,TV-PG,Documentary,1,2,Rome's Sunken Secrets,"Investigators discover traces of a crucial naval battle, using divers, an underwater robot and a crane, they haul a long-lost battleship relic to the surface, and reveal clues of how one..."
84,NGC-E,3,Lost Treasures of Rome,3:00 PM,4:00 PM,1 hr,2022,TV-PG,Documentary,1,4,Nero's Lost Palace,"Buried beneath Rome lies a forgotten treasure, the Golden House, a vast palace built in the first century AD built by Rome's most notorious emperor, Nero; archaeologists investigate the fate..."
85,NGEOWILD,2,Shark Attack Files,1:38 PM,2:00 PM,1 hr,2021,TV-14,Documentary,1,6,Sharks Gone Rogue,"Brazen attacks are targeting people, and some wonder if sharks are learning to crave human flesh."
85,NGEOWILD,3,Jack Hanna's Passport,2:00 PM,2:30 PM,22 min,2026,,Adventure / Family,2,20,The World of North America,"The Hannas go on an adventure to meet cool, and cute, North American creatures."
85,NGEOWILD,4,Paid Program,2:30 PM,3:00 PM,30 min,,G,,,,,Sponsored television programming.
85,NGEOWILD,5,Paid Program,3:00 PM,3:30 PM,30 min,,G,,,,,Sponsored television programming.
86,NIC-E,2,Friends,2:00 PM,2:30 PM,30 min,1995,TV-14,Comedy / Romance,1,22,The One with the Ick Factor,Monica can't believe her eyes when her boyfriend reveals that he is really a student at a local high school; Ross can't help his feelings of jealousy when Rachel claims to have had a series of...
86,NIC-E,3,Friends,2:30 PM,3:00 PM,30 min,1995,TV-14,Comedy / Romance,1,23,The One with the Birth,"Ross's big day to become a father arrives when Carol goes into labor, but trouble arises when he gets locked inside a closet alongside Susan and Phoebe; Rachel attempts to be flirtatious with..."
86,NIC-E,4,Friends,3:00 PM,3:30 PM,30 min,1995,TV-14,Comedy / Romance,1,24,The One Where Rachel Finds Out,"Ross is away during a business trip to China, and Chandler accidentally lets slip Ross' secret feelings of romance towards Rachel; matters become more awkward than ever before when Ross..."
87,NICKJR,2,PAW Patrol,1:39 PM,2:04 PM,24 min,2018,TV-Y,Animation / Adventure / Comedy / Family,4,23,Pups Save Luke Stars; Pups Save Chicken Day,"When Luke Stars gets stuck on a mountain ledge on his way to Adventure Bay, he is unable to perform a song with Katie; Mayor Goodway's pet chicken Chickaletta, goes missing on Chicken Day and..."
87,NICKJR,3,PAW Patrol,2:04 PM,2:28 PM,25 min,2016,TV-Y,Animation / Adventure / Comedy / Family,3,9,Pups Save a Dragon; Pups Save the Three Little Pigs,"When a dragon starts guarding the Lookout Tower with Katie inside, Ryder must enlist the help of the Pups and the Air Patroller; the PAW Patrol must build a new home for three piglets while..."
87,NICKJR,4,PAW Patrol,2:28 PM,2:52 PM,24 min,2018,TV-Y,Animation / Adventure / Comedy / Family,4,22,Sea Patrol: Pups Save a Frozen Flounder; Sea Patrol: Pups Save a Narwhal,Captain Turbot's boat becomes frozen in ice while sailing in the Arctic; the PAW Patrol pups use their Sea Patroller to help guide a lost narwhal back to its home.
87,NICKJR,5,Rubble & Crew,2:52 PM,3:17 PM,24 min,2024,TV-Y,Animation,2,21,The Crew Builds a Winter Wonderland; Crew Builds a Giant Snow Squirrely Whirly,"Rubble & Crew work together to transform Builder Cove's beach boardwalk into a bright, festive, winter wonderland; when a snowy day gets in the way of Motor & Mix's Super Squirrely Whirly..."
87,NICKJR,6,Rubble & Crew,3:17 PM,3:41 PM,24 min,2024,TV-Y,Animation,2,21,The Crew Builds a Winter Wonderland; Crew Builds a Giant Snow Squirrely Whirly,"Rubble & Crew work together to transform Builder Cove's beach boardwalk into a bright, festive, winter wonderland; when a snowy day gets in the way of Motor & Mix's Super Squirrely Whirly..."
88,NTOON,2,SpongeBob SquarePants,1:50 PM,2:15 PM,25 min,2001,TV-Y7,Animation / Comedy / Family / Fantasy,2,27,Pre-Hibernation Week; Life of Crime,Sandy invites Spongebob Squarepants to join her on her last week of wild fun before she has to settle in for hibernation; Spongebob and Patrick face the consequences of their negligence after...
88,NTOON,3,SpongeBob SquarePants,2:15 PM,2:30 PM,25 min,2024,TV-Y7,Animation / Comedy / Family / Fantasy,15,2,UpWard; Unidentified Flailing Octopus,"Lady Upturn introduces Squidward Tentacles and his musical talents to her high society friends after she becomes his patron; Squidward Tentacles sets out to prove that aliens aren't real,..."
88,NTOON,4,SpongeBob SquarePants,2:30 PM,2:55 PM,15 min,2000,TV-Y7,Animation / Comedy / Family / Fantasy,2,21,Your Shoe's Untied; Squid's Day Off,SpongeBob SquarePants forgets how to tie his shoelaces and has difficulty finding someone to show him how to do it; Squidward takes advantage of his responsibility of being in charge of Krusty...
88,NTOON,5,SpongeBob SquarePants,2:55 PM,3:20 PM,25 min,2008,TV-Y7,Animation / Comedy / Family / Fantasy,6,7,Giant Squidward; No Nose Knows,"Squidward turns into a giant when he gets sprayed with a plant growth formula, and word spreads through town that a new monster has arrived; Patrick decides that he wants a nose so he can..."
88,NTOON,6,SpongeBob SquarePants,,,25 min,2007,TV-Y7,Animation / Comedy / Family / Fantasy,5,8,Roller Cowards; Bucket Sweet Bucket,"SpongeBob becomes fearful of riding on a new roller coaster in town after having a scary dream about it; Plankton tricks SpongeBob, Patrick and Squidward into fixing up the Chum Bucket, and he..."
89,OVAT,2,The Art Of,2:00 PM,2:30 PM,30 min,2013,TV-14,Reality-TV,2,2,Fashion,"Three accomplished fashion designers, each exhibiting the sort of creativity that's required to succeed in today's industry, reveal their respective approaches to their work, from ""green""..."
89,OVAT,3,"Have Thinning Hair? Keranique Can Help Regrow Beautiful, Thicker Hair!",2:30 PM,3:00 PM,30 min,,,,,,,"If you have thinning hair or hair loss, Keranique can help regrow thicker, longer and fuller hair."
89,OVAT,4,The Aging Brain,3:00 PM,3:30 PM,30 min,,G,,,,,"Learn what's behind mental decline with age, and how to improve memory, focus and concentration with NeuroQ's Darrin Peterson and Dale Bredesen MD."
90,OWN,2,My Lottery Dream Home,2:00 PM,2:30 PM,30 min,2019,,Reality-TV,7,3,Some Like It Hotter,"A couple who won $1 million from the New York lottery has decided to purchase a home in the city of Punta Gorda, Fla., so they attempt to buy their way into a classy retirement village with..."
90,OWN,3,My Lottery Dream Home,2:30 PM,3:00 PM,30 min,2019,,Reality-TV,7,5,Fort Worth Fortune,"A professional poker player and his family have decided to purchase a home in the city of Fort Worth, Texas, so host David Bromstad helps them find a property that boasts plenty of space to..."
90,OWN,4,My Lottery Dream Home,3:00 PM,4:00 PM,30 min,2019,,Reality-TV,7,7,Delaware Dream Home,"Host David Bromstad shows a variety of remarkable homes to a Staten Island couple, who won the lottery and want to purchase a forever home in the city of Bethany Beach, Del., where they hope..."
91,OXGN-E,2,The Killer Among Us,2:00 PM,3:00 PM,1 hr,2026,,,,,,"The First Baptist Church of Madisonville, Kentucky is shocked when longtime parishioner Anna May Branson leaves Sunday service only to be murdered in her home moments later. Investigators..."
91,OXGN-E,3,Dateline,3:00 PM,4:00 PM,1 hr,2025,TV-14,,,,,An unlikely witness sheds light on a deadly home invasion involving a local business owner; interviews provide new details about the case.
93,POP,2,FBI,2:00 PM,3:00 PM,1 hr,2024,TV-14,Action / Crime / Mystery / Thriller / Drama,6,5,Sacrifice,The team faces the demands of a kidnapper who abducted the director of a Brooklyn migrant center and his wife; Maggie uses Jessica to learn more about the ins and outs of motherhood.
93,POP,3,FBI,3:00 PM,4:00 PM,1 hr,2024,TV-14,Action / Crime / Mystery / Thriller / Drama,6,6,Unforeseen,A poison gas attack in broad daylight leaves multiple victims dead as the team races to find those responsible before they can strike again.
94,REELZ,2,On Patrol: Live,2:00 PM,2:30 PM,3 hrs,2026,TV-14,Documentary / Action / Crime / Reality-TV,4,82,Armed Carjacker,Clayton County officers search for an armed carjacking suspect; Toledo officers race to shots fired.
94,REELZ,3,The Aging Brain,2:30 PM,3:00 PM,30 min,,G,,,,,"Learn what's behind mental decline with age, and how to improve memory, focus and concentration with NeuroQ's Darrin Peterson and Dale Bredesen MD."
95,SCIENCE,2,Engineering Catastrophes,2:00 PM,3:00 PM,1 hr,2022,TV-PG,Documentary,6,7,Blaze of Winston-Salem,"A catastrophic fire at a fertilizer plant threatens city-wide devastation in Winston-Salem, N. C.; experts use the latest science to investigate and uncover an outdated, wooden storage..."
95,SCIENCE,3,Engineering Catastrophes,3:00 PM,4:00 PM,1 hr,2023,TV-PG,Documentary,,,,An aging dam in Nebraska is overcome by flooding after the area is hit with a devastating bomb cyclone; an investigation reveals that massive chunks of ice unleashed by the superstorm played a...
96,SMITHSON,2,Mayday: Air Disaster,2:00 PM,3:00 PM,1 hr,2021,TV-14,Documentary / History / Crime,,,,"When three aircraft fall out of the sky, investigators are left to gather the pieces amid the severe conditions of the far North."
96,SMITHSON,3,Mayday: Air Disaster,3:00 PM,4:00 PM,1 hr,2014,TV-14,Documentary / History / Crime,13,7,Terror in Paradise,"A plane of an airline linking the islands of French Polynesia leaves Moorea Island for Tahiti, but two minutes out it suddenly dives into the ocean, killing all 20 people on board, and its..."
97,SUN,2,Law & Order,2:00 PM,3:00 PM,1 hr,1999,TV-14,Crime / Mystery / Thriller / Drama,9,10,Hate,"Newly-discovered evidence will point the investigating detectives in the direction of a fascist youth gathering after the brutal beating and murder of a high school girl, but the teenagers are..."
97,SUN,3,Law & Order,3:00 PM,3:30 PM,1 hr,1999,TV-14,Crime / Mystery / Thriller / Drama,9,11,Ramparts,Detectives Lennie Briscoe and Rey Curtis will have to reopen a case that was previously closed in the 1960s when they discover a vehicle dredged in the waters of the Hudson River containing...
98,SyFy,2,Cocaine Bear,2:00 PM,3:00 PM,2 hrs,2023,R,Comedy / Crime / Thriller,,,,"A plane filled with cocaine begins to have trouble midair and suddenly crashes into a Georgia forest, but then a curious big, black bear finds the transported stash and ingests a large amount..."
98,SyFy,3,NCIS: Los Angeles,3:00 PM,4:00 PM,1 hr,2011,TV-14,Action / Adventure / Comedy / Crime / Mystery / Thriller / Drama / Romance,2,17,Personal,"Detective Deeks has his morning routine disrupted when he is shot during a convenience store robbery, leaving the NCIS team to investigate into the fact whether the assailants' intentions were..."
99,TBS,2,The Office,2:00 PM,2:30 PM,30 min,2009,TV-14,Comedy,6,10,Murder,"Michael finds himself unsettled after he hears some troubling rumors about Dunder Mifflin, and he forces the office into a day of strange diversions that leads everyone to wonder if he has..."
99,TBS,3,The Office,2:30 PM,3:00 PM,30 min,2009,TV-14,Comedy,6,11,Shareholder Meeting,"Michael is excited to get the chance to be honored on stage at the Dunder Mifflin shareholder meeting, and he decides to bring Andy, Dwight and Oscar along with him; Jim has a hard time..."
99,TBS,4,The Office,3:00 PM,3:30 PM,30 min,2009,TV-14,Comedy,6,12,Scott's Tots,Michael is forced to face the music after he comes to the realization that he can't keep a promise that he made to a group of kids 10 years ago; Jim starts an employee of the month program in...
101,TEENNCK,2,The Loud House,1:48 PM,2:12 PM,24 min,2021,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,5,26,Appetite for Destruction; Frame on You,"When Lily Loud starts misbehaving at home, Mom and Dad think her new preschool friends might be the cause; when Rusty is wrongfully suspended, the Action News Team leaps into action to clear..."
101,TEENNCK,3,The Loud House,2:12 PM,2:36 PM,24 min,2022,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,6,4,The Taunting Hour; Musical Chairs,"Lincoln convinces his teacher, Mr. Bolhofner, to join the Doo-Dads in order to get a better seat in class; after Lincoln tries to help Lynn get over a heckler at her soccer game, the Louds..."
101,TEENNCK,4,The Loud House,2:36 PM,3:00 PM,24 min,2022,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,6,15,Save the Last Pants; A Stella Performance,"Rusty Spokes tries to bring the fun of Gus' Games and Grub arcade and pizzeria to Duds For Dudes when he's in charge of the store; Stella wins a school competition and is super excited, until..."
101,TEENNCK,5,The Loud House,3:00 PM,3:24 PM,24 min,2016,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,1,8,Linc or Swim; Changing the Baby,Lincoln' sister all want use of his new kids pool; Lincoln wants Lily to act just like him.
101,TEENNCK,6,The Loud House,,,24 min,2021,TV-Y7,Animation / Short / Action / Adventure / Comedy / Drama / Family / Fantasy / Musical,5,24,Fright Bite; The Loudly Bones,"When a vampire moves into their town of Royal Woods, Lucy Loud must convince him to turn the Mortician's Club into vampires; Lisa Loud discovers that the dinosaur bones she found in her..."
102,TLC,2,Save My Skin,2:00 PM,3:00 PM,1 hr,2024,,Reality-TV,6,3,Ew! What Is That?,"The large tumours on Jennifer's scalp have left her with bald patches. Plus, Adam hopes to get a diagnosis for more than 60 lumps covering his body."
102,TLC,3,Save My Skin,3:00 PM,4:00 PM,1 hr,2024,,Reality-TV,6,2,You Are Not A Witch,"Dr. Emma helps chef Matt, an amputee whose debilitating skin condition is threatening his livelihood. After years of horrible comments, Kayley finally gets a diagnosis about whether the growth..."
103,TNT,2,Cold Case,2:00 PM,3:00 PM,1 hr,2006,TV-14,Crime / Mystery / Thriller / Drama,4,4,Baby Blues,"Lilly brings up a family's suppressed and depressing memories when she reopens a case from 1982 in which an infant was found dead due to the possible actions of the older brother, who..."
103,TNT,3,Cold Case,3:00 PM,4:00 PM,1 hr,2006,TV-14,Crime / Mystery / Thriller / Drama,4,5,Saving Sammy,"A shocking twist is uncovered from the 2003 case of an autistic boy's murdered parents when Lilly and her team of investigators find clues that surprisingly point to his sister, a school bully..."
104,TRAVEL,2,Paranormal Caught on Camera,2:00 PM,3:00 PM,1 hr,2025,TV-PG,Documentary / Horror / Thriller,10,1,The Haunted Pub of Doncaster and More,"The owner of the Plough Inn in Doncaster, England, named Jane Bushell, claims to have captured footage of a destructive spirit wreaking havoc; footage of a Sasquatch-like creature and..."
104,TRAVEL,3,Paranormal Caught on Camera,3:00 PM,4:00 PM,1 hr,2025,TV-PG,Documentary / Horror / Thriller,9,8,Bigfoot in Great Britain and More!,A bushcraft expert in Britain claims to have encountered a bigfoot-like creature; a simple walk down Route 66 in Arizona turns terrifying; three men in Argentina find something receding in a...
105,TRUTV,2,Impractical Jokers: Inside Jokes,2:00 PM,2:30 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,153,The Alliance,One Joker is an avid photographer; there are some words that the guys never want to hear before a punishment; one Joker is never afraid to strip down.
105,TRUTV,3,Impractical Jokers: Inside Jokes,2:30 PM,3:00 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,154,Enter the Dragons,"One Joker's dad who appeared on the show gets revealed, along with which natural disaster affected one of their challenges; the story of how Sal came to own a replica of Van Halen's guitar..."
105,TRUTV,4,Impractical Jokers: Inside Jokes,3:00 PM,3:30 PM,30 min,2020,TV-14,Comedy / Reality-TV,1,155,Sorry for Your Loss,"One Joker brought a kitten to the set, and the person responsible for the song used on the show is revealed; Q tried to master an instrument before the show."
106,TVLAND,2,Seinfeld,2:00 PM,2:30 PM,30 min,1993,TV-PG,Comedy,4,21,The Smelly Car,"Jerry and Elaine try to discover the origin of a mysterious and pungent odor left in Jerry's car, which they trace back to a valet from a local restaurant; George becomes interesting in Susan..."
106,TVLAND,3,Seinfeld,2:30 PM,3:00 PM,30 min,1993,TV-PG,Comedy,4,22,The Handicap Spot,An angry mob trashes Frank's car when George parks it in a handicap spot; the gang splits the cost of a big screen TV for the Drake's wedding; Kramer falls in love with a woman at a hospital...
106,TVLAND,4,Seinfeld,3:00 PM,3:30 PM,30 min,1993,TV-PG,Comedy,5,1,The Mango,Jerry begs Elaine for another chance when he finds out she faked her orgasms; George tells Jerry about his lack of confidence below his belt; Kramer gets banned from his favorite fruit shop...
107,USA-E,2,How I Met Your Mother,2:00 PM,3:00 PM,30 min,2005,TV-PG,Comedy / Drama / Romance,1,10,The Pineapple Incident,"After a night of wild partying, Ted wakes up to find he has a sprained ankle, and that a burnt jacket, a pineapple and a girl are in his bed, so he requests the help of his friends to piece..."
107,USA-E,3,Dateline,3:00 PM,4:00 PM,1 hr,2016,TV-14,,,,,"When a loving mother is found dead in her burning house while her husband is away, the community believes her death to be a terrible accident, but police soon begin a murder investigation when..."
108,VH-1E,2,Nick Cannon Presents: Wild 'N Out,2:00 PM,2:30 PM,30 min,2014,TV-14,Comedy,6,3,Skylar Diggins; Vic Mensa,WNBA star Skylar Diggins competes; rapper Vic Mensa performs.
108,VH-1E,3,Nick Cannon Presents: Wild 'N Out,2:30 PM,3:00 PM,30 min,2014,TV-14,Comedy,6,4,Bow Wow; Que,"Nick Cannon and rapper, actor, TV host Bow Wow face-off in ""Let Me Holla,"" ""Plead the Fifth,"" ""Exclusive Hits"" and ""Wildstyle""; rapper Que performs."
108,VH-1E,4,Nick Cannon Presents: Wild 'N Out,3:00 PM,3:30 PM,30 min,2014,TV-14,Comedy,6,5,Chrissy Teigen; PWD,"Model Chrissy Teigen battles in ""Got Props,"" ""The World's Worst,"" ""Talking Spit"" and ""Wildstyle""; hip-hop's Psych Ward Druggies perform."
109,VICE,2,QAnon: The Search for Q,2:00 PM,3:00 PM,1 hr,2022,TV-14,,,,,"After the failed January 6 insurrection, Marley Clements and Bayan Joonam investigate a new war waged in local school boards and elections."
109,VICE,3,QAnon: The Search for Q,3:00 PM,4:00 PM,1 hr,2022,TV-14,,,,,"Bayan Jonam and Marley Clements investigate QAnon's post a month before the events of January 6, 2021, amidst a flurry of conspiracies regarding COVID-19 and election fraud."
110,WE,2,S.W.A.T.,2:00 PM,3:00 PM,1 hr,2018,TV-14,Action / Adventure / Crime / Mystery / Thriller / Drama,2,5,S.O.S.,Hondo and Lina are undercover to infiltrate and retrieve a cruise ship that has been attacked by drug smugglers who threaten to kill passengers; Street finds the competition in the SWAT...
110,WE,3,S.W.A.T.,3:00 PM,4:00 PM,1 hr,2018,TV-14,Action / Adventure / Crime / Mystery / Thriller / Drama,2,6,Never Again,The team pursues an organized group of thieves who target diamond dealers across downtown Los Angeles; Hondo seeks his mother's comfort after the emotional death of a suspect; Street is...
